Wall time,Step,Value
1761258274.774254,2048,88.60869598388672
1761258277.8900812,4096,89.24444580078125
1761258280.6454709,6144,86.87142944335938
1761258283.383914,8192,85.97895050048828
1761258286.0771842,10240,82.58999633789062
1761258288.8333545,12288,79.16000366210938
1761258291.4423366,14336,76.55999755859375
1761258294.203831,16384,75.6500015258789
1761258296.8530324,18432,73.66000366210938
1761258299.5799217,20480,75.18000030517578
1761258302.268022,22528,74.76000213623047
1761258305.1075656,24576,73.9800033569336
1761258307.8394592,26624,74.0
1761258310.6941164,28672,71.33000183105469
1761258313.511824,30720,71.0999984741211
1761258316.2539406,32768,69.94000244140625
1761258319.0693066,34816,69.69999694824219
1761258321.8181984,36864,69.55000305175781
1761258324.7074175,38912,67.94999694824219
1761258327.521711,40960,67.0
1761258330.396217,43008,67.62999725341797
1761258333.1988623,45056,68.27999877929688
1761258336.1448953,47104,69.4000015258789
1761258338.982252,49152,69.91999816894531
1761258341.872908,51200,70.72000122070312
1761258344.7882066,53248,70.94000244140625
1761258347.649013,55296,70.63999938964844
1761258350.613129,57344,70.37000274658203
1761258353.5040257,59392,70.33000183105469
1761258356.5032263,61440,70.86000061035156
1761258359.3394647,63488,71.83999633789062
1761258362.3208644,65536,72.93000030517578
1761258365.2015276,67584,73.80000305175781
1761258368.0148687,69632,75.55999755859375
1761258370.9075606,71680,76.55999755859375
1761258373.771845,73728,79.55000305175781
1761258376.6815114,75776,83.33000183105469
1761258379.6412532,77824,85.47000122070312
1761258382.558733,79872,88.69000244140625
1761258385.4135208,81920,91.18000030517578
1761258388.3877697,83968,91.56999969482422
1761258391.3180008,86016,93.05999755859375
1761258394.1658082,88064,94.0999984741211
1761258397.0549483,90112,97.55999755859375
1761258399.914749,92160,99.29000091552734
1761258402.8336651,94208,102.73999786376953
1761258405.692275,96256,105.37999725341797
1761258408.5770652,98304,109.12000274658203
1761258411.469907,100352,112.38999938964844
1761258414.4209702,102400,115.98999786376953
1761258417.3407912,104448,120.80999755859375
1761258420.5904748,106496,123.12000274658203
1761258423.575054,108544,125.75
1761258426.5544655,110592,127.73999786376953
1761258429.4990742,112640,128.25999450683594
1761258432.4045885,114688,124.73999786376953
1761258435.30477,116736,122.12999725341797
1761258438.3402722,118784,120.47000122070312
1761258441.2822304,120832,119.44999694824219
1761258444.2060757,122880,119.81999969482422
1761258447.0723338,124928,121.4000015258789
1761258450.0011532,126976,123.27999877929688
1761258452.8999295,129024,123.98999786376953
1761258455.844088,131072,125.6500015258789
1761258458.7494295,133120,127.4800033569336
1761258461.6595373,135168,128.00999450683594
1761258464.714966,137216,126.80000305175781
1761258467.7166228,139264,125.80999755859375
1761258470.665058,141312,125.12999725341797
1761258473.5348947,143360,122.79000091552734
1761258476.5037508,145408,121.69000244140625
1761258479.5164287,147456,121.69999694824219
1761258482.3859875,149504,122.41000366210938
1761258485.3890386,151552,124.33000183105469
1761258488.3747017,153600,124.55000305175781
1761258491.3681927,155648,123.81999969482422
1761258494.2807157,157696,123.77999877929688
1761258497.1917615,159744,121.37000274658203
1761258500.126322,161792,120.70999908447266
1761258503.0538208,163840,118.22000122070312
1761258506.075231,165888,120.19999694824219
1761258509.5681136,167936,124.12999725341797
1761258512.6397848,169984,123.88999938964844
1761258515.8172085,172032,124.44999694824219
1761258518.8591526,174080,122.33999633789062
1761258521.9324825,176128,121.0199966430664
1761258524.90923,178176,116.9000015258789
1761258527.9622085,180224,115.05999755859375
1761258531.1425796,182272,113.41999816894531
1761258534.2291968,184320,115.18000030517578
1761258537.3261847,186368,116.02999877929688
1761258540.4073627,188416,116.88999938964844
1761258544.073426,190464,117.76000213623047
1761258547.3399453,192512,118.16000366210938
1761258550.3917878,194560,118.1500015258789
1761258553.562943,196608,117.69999694824219
1761258556.7047975,198656,117.56999969482422
1761258559.7347136,200704,117.94000244140625
1761258562.833112,202752,119.55999755859375
1761258565.5637658,204800,120.16999816894531
1761258568.3738658,206848,121.41999816894531
1761258571.2047503,208896,121.79000091552734
1761258574.2169073,210944,121.41000366210938
1761258577.0909626,212992,121.62999725341797
1761258579.854808,215040,120.0999984741211
1761258582.7803364,217088,119.0999984741211
1761258585.5553842,219136,119.55000305175781
1761258588.4337897,221184,118.69999694824219
1761258591.1986618,223232,117.7300033569336
1761258594.0583632,225280,117.2300033569336
1761258597.0753443,227328,115.87000274658203
1761258599.9152935,229376,113.0199966430664
1761258602.7548423,231424,111.56999969482422
1761258605.5902355,233472,111.9800033569336
1761258608.4993937,235520,112.55999755859375
1761258611.2491307,237568,111.83999633789062
1761258614.108048,239616,112.98999786376953
1761258616.855421,241664,112.80999755859375
1761258619.722749,243712,112.47000122070312
1761258622.487592,245760,112.55999755859375
1761258625.458774,247808,113.94999694824219
1761258628.461195,249856,114.54000091552734
1761258631.3414605,251904,115.20999908447266
1761258634.21194,253952,114.80999755859375
1761258637.1246011,256000,115.08999633789062
1761258640.0229943,258048,114.25
1761258642.77858,260096,114.9000015258789
1761258645.6221528,262144,115.30000305175781
1761258648.3969777,264192,115.0
