Wall time,Step,Value
1761206400.1026533,2048,88.60869598388672
1761206403.0030792,4096,86.89130401611328
1761206405.7897525,6144,87.74285888671875
1761206408.599631,8192,89.64835357666016
1761206411.4825563,10240,88.5999984741211
1761206414.3713403,12288,90.4800033569336
1761206417.2045872,14336,91.4000015258789
1761206420.1284976,16384,89.05999755859375
1761206422.9889398,18432,86.98999786376953
1761206425.9572942,20480,85.94000244140625
1761206428.9682143,22528,84.61000061035156
1761206431.8607671,24576,83.81999969482422
1761206434.8827295,26624,81.3499984741211
1761206437.811467,28672,82.25
1761206440.87898,30720,82.44000244140625
1761206443.8654692,32768,86.08000183105469
1761206446.879616,34816,89.6500015258789
1761206449.8675537,36864,93.44000244140625
1761206452.7725813,38912,95.94000244140625
1761206455.8728123,40960,99.73999786376953
1761206458.826874,43008,106.41999816894531
1761206461.9325247,45056,111.5
1761206464.9128287,47104,125.38999938964844
1761206467.9302328,49152,137.0800018310547
1761206471.0459278,51200,146.77999877929688
1761206474.0200796,53248,157.66000366210938
1761206477.0732782,55296,172.8000030517578
1761206480.023552,57344,184.36000061035156
1761206483.0812278,59392,197.3699951171875
1761206486.1540813,61440,210.22999572753906
1761206489.1183593,63488,220.5
1761206492.2076685,65536,232.00999450683594
1761206495.17391,67584,243.2100067138672
1761206498.2271693,69632,254.00999450683594
1761206501.3025749,71680,263.8699951171875
1761206504.3292553,73728,266.2900085449219
1761206507.405131,75776,272.80999755859375
1761206510.3775256,77824,279.8299865722656
1761206513.4562452,79872,285.3800048828125
1761206516.6958253,81920,289.9700012207031
1761206521.396343,83968,293.44000244140625
1761206524.7648988,86016,294.7699890136719
1761206528.1085086,88064,297.5199890136719
1761206531.5096717,90112,304.19000244140625
1761206534.799444,92160,307.25
1761206538.0614989,94208,311.82000732421875
1761206541.368964,96256,311.8699951171875
1761206544.6244662,98304,314.32000732421875
1761206547.8813238,100352,317.8500061035156
1761206551.224208,102400,320.5899963378906
1761206554.4570622,104448,322.6700134277344
1761206558.0115254,106496,324.8299865722656
1761206561.2348254,108544,329.6099853515625
1761206564.5508692,110592,332.4700012207031
1761206567.8027997,112640,335.6499938964844
1761206571.187885,114688,337.6400146484375
1761206574.4742007,116736,338.55999755859375
1761206577.7229989,118784,339.30999755859375
1761206580.9714577,120832,340.9599914550781
1761206584.3074708,122880,340.3999938964844
1761206587.6124575,124928,340.1300048828125
1761206590.9318175,126976,339.9800109863281
1761206594.2450402,129024,340.9700012207031
1761206597.60348,131072,342.42999267578125
1761206600.8395777,133120,343.42999267578125
1761206604.056313,135168,343.32000732421875
1761206607.354245,137216,343.1300048828125
1761206610.71366,139264,342.8900146484375
1761206613.9746742,141312,343.04998779296875
1761206617.2791035,143360,342.3500061035156
1761206620.5023968,145408,342.9100036621094
1761206623.7185814,147456,343.6199951171875
1761206627.0246797,149504,343.989990234375
1761206630.2787929,151552,344.69000244140625
1761206633.581738,153600,346.1199951171875
1761206636.8491876,155648,346.45001220703125
1761206640.6302667,157696,347.69000244140625
1761206644.0441284,159744,349.19000244140625
1761206647.4037635,161792,351.5799865722656
1761206650.6176622,163840,353.07000732421875
1761206653.8823903,165888,353.70001220703125
1761206657.1795845,167936,355.04998779296875
1761206660.4703362,169984,356.3599853515625
1761206663.7549567,172032,358.8399963378906
1761206667.0117226,174080,358.5299987792969
1761206670.195922,176128,358.8399963378906
1761206673.6540973,178176,360.1700134277344
1761206677.084616,180224,359.2900085449219
1761206680.3938177,182272,360.55999755859375
1761206683.7370324,184320,360.17999267578125
1761206687.144434,186368,361.44000244140625
1761206690.4564316,188416,360.17999267578125
1761206693.7631598,190464,360.2300109863281
1761206697.049295,192512,358.82000732421875
1761206700.3496082,194560,358.6000061035156
1761206703.7607799,196608,356.6300048828125
1761206707.1120229,198656,356.2799987792969
1761206710.407959,200704,354.20001220703125
1761206713.7626164,202752,353.75
1761206717.0931487,204800,352.92999267578125
1761206720.3481185,206848,352.2900085449219
1761206723.6514678,208896,353.5400085449219
1761206726.9975402,210944,352.32000732421875
1761206730.478571,212992,352.8399963378906
1761206733.7922325,215040,354.7300109863281
1761206737.1204414,217088,354.1499938964844
1761206740.412882,219136,354.6499938964844
1761206743.7004223,221184,353.8299865722656
1761206746.965698,223232,354.1600036621094
1761206750.380503,225280,354.92999267578125
1761206753.7362688,227328,356.6000061035156
1761206757.006796,229376,356.29998779296875
1761206760.2867026,231424,357.3999938964844
1761206764.444326,233472,357.8900146484375
1761206767.920609,235520,360.2699890136719
1761206770.716686,237568,363.2300109863281
1761206773.507499,239616,366.6700134277344
1761206776.226252,241664,366.9700012207031
1761206778.9534075,243712,367.55999755859375
1761206781.8588445,245760,370.57000732421875
1761206784.5961146,247808,371.489990234375
1761206787.3847754,249856,372.8999938964844
1761206790.097367,251904,372.04998779296875
1761206792.863424,253952,371.4800109863281
1761206795.5937252,256000,370.5899963378906
1761206798.3352778,258048,371.7900085449219
1761206801.111178,260096,372.70001220703125
1761206804.0023806,262144,372.67999267578125
1761206806.8014429,264192,372.3699951171875
1761206809.5079963,266240,373.2099914550781
1761206812.3265095,268288,372.0199890136719
1761206815.0624974,270336,371.8800048828125
1761206817.7852244,272384,371.2799987792969
1761206820.5530384,274432,368.5
1761206823.4126112,276480,366.4100036621094
1761206826.16936,278528,366.3599853515625
1761206828.967507,280576,364.8599853515625
1761206831.7246974,282624,365.0400085449219
1761206834.4854748,284672,362.2200012207031
1761206837.2426898,286720,362.45001220703125
1761206840.0243552,288768,364.4700012207031
1761206842.8056948,290816,367.739990234375
1761206845.6575012,292864,366.9700012207031
1761206848.4012995,294912,366.8599853515625
1761206851.190222,296960,366.5400085449219
1761206853.9820366,299008,367.1199951171875
1761206856.7359736,301056,367.19000244140625
1761206859.5022674,303104,368.25
1761206862.2401073,305152,369.989990234375
1761206865.011839,307200,370.54998779296875
1761206867.870916,309248,371.6000061035156
1761206870.5889113,311296,372.57000732421875
1761206873.3675056,313344,374.5299987792969
1761206876.1679325,315392,374.9100036621094
1761206878.9577227,317440,375.5799865722656
1761206881.8607113,319488,376.3999938964844
1761206884.774912,321536,377.0
1761206887.5833752,323584,376.760009765625
1761206890.3278513,325632,376.760009765625
1761206893.086757,327680,376.8999938964844
1761206895.8359935,329728,376.30999755859375
1761206898.6957605,331776,376.7799987792969
1761206901.4614105,333824,377.9100036621094
1761206904.3098342,335872,378.8500061035156
1761206907.086436,337920,377.6600036621094
1761206909.8482213,339968,377.8699951171875
1761206912.631351,342016,377.4599914550781
1761206915.4292634,344064,377.75
1761206918.2183297,346112,376.6300048828125
1761206921.0255554,348160,375.510009765625
1761206923.8757672,350208,376.5400085449219
1761206926.6356902,352256,377.9599914550781
1761206929.4197485,354304,377.8599853515625
1761206932.1863594,356352,379.80999755859375
1761206934.955886,358400,381.4599914550781
1761206937.7373881,360448,382.6700134277344
1761206940.5572517,362496,382.3399963378906
1761206943.931462,364544,384.44000244140625
1761206946.7146738,366592,385.44000244140625
1761206949.4692638,368640,386.1700134277344
1761206952.2464592,370688,388.07000732421875
1761206955.035494,372736,388.7699890136719
1761206957.8185186,374784,390.5400085449219
1761206960.5645967,376832,392.1199951171875
1761206963.4170923,378880,394.2300109863281
1761206966.1871498,380928,395.7699890136719
1761206968.9685483,382976,396.1300048828125
1761206971.817874,385024,398.5400085449219
1761206974.8719094,387072,398.7300109863281
1761206977.8833826,389120,400.6600036621094
1761206980.7400959,391168,400.9100036621094
1761206983.5517726,393216,401.3800048828125
1761206986.3777454,395264,401.5299987792969
1761206989.2110276,397312,401.8500061035156
1761206992.0303512,399360,402.04998779296875
1761206994.8005178,401408,401.3299865722656
1761206997.6224482,403456,402.45001220703125
1761207000.508323,405504,402.55999755859375
1761207003.4756396,407552,408.1499938964844
1761207006.328893,409600,408.2099914550781
1761207009.1498241,411648,407.3500061035156
1761207011.9424992,413696,405.6300048828125
1761207014.780222,415744,404.6400146484375
1761207017.6223042,417792,403.45001220703125
1761207020.4552667,419840,402.489990234375
1761207023.236246,421888,402.0199890136719
1761207026.0470433,423936,400.9100036621094
1761207028.853742,425984,401.0899963378906
1761207031.6573613,428032,401.9800109863281
1761207034.4580216,430080,401.7900085449219
1761207037.3024688,432128,401.6700134277344
1761207040.1666873,434176,402.8699951171875
1761207042.9753714,436224,402.07000732421875
1761207045.8555474,438272,401.3800048828125
1761207048.6858232,440320,402.07000732421875
1761207051.498211,442368,402.67999267578125
1761207054.3115034,444416,403.1199951171875
1761207057.1200008,446464,395.42999267578125
1761207060.071455,448512,396.5299987792969
1761207063.0138385,450560,398.6499938964844
1761207065.8558571,452608,399.4100036621094
1761207068.671234,454656,400.989990234375
1761207071.513809,456704,400.7300109863281
1761207074.327957,458752,401.4700012207031
1761207077.1721747,460800,401.7699890136719
1761207080.0516672,462848,401.9200134277344
1761207082.871944,464896,402.29998779296875
1761207085.6817849,466944,402.1099853515625
1761207088.4628932,468992,402.010009765625
1761207091.2869449,471040,401.5
1761207094.0807557,473088,402.1600036621094
1761207096.960856,475136,401.5199890136719
1761207099.7541387,477184,402.8500061035156
1761207102.5815988,479232,404.42999267578125
1761207105.418686,481280,404.30999755859375
1761207108.1762133,483328,405.9100036621094
1761207110.978011,485376,405.8800048828125
1761207113.7759948,487424,406.8299865722656
1761207116.6148767,489472,407.07000732421875
1761207119.4012005,491520,406.82000732421875
1761207122.3506308,493568,407.2799987792969
1761207125.184711,495616,406.8699951171875
1761207128.0068843,497664,406.45001220703125
1761207130.8363874,499712,408.1000061035156
1761207133.694983,501760,409.1000061035156
