Wall time,Step,Value
1761273233.8723743,500,61.91242980957031
1761273234.7977402,1000,65.89340209960938
1761273235.6703844,1500,62.2007942199707
1761273236.5077019,2000,62.409263610839844
1761273237.4276395,2500,59.0967903137207
1761273238.256718,3000,60.35163879394531
1761273239.0684595,3500,61.44868087768555
1761273239.7842739,4000,61.719451904296875
1761273240.524394,4500,62.77703094482422
1761273241.2440588,5000,61.42081832885742
1761273241.9629893,5500,61.77002716064453
1761273242.677233,6000,62.195430755615234
1761273243.3963437,6500,62.211219787597656
1761273244.1186092,7000,61.738094329833984
1761273244.840282,7500,62.209877014160156
1761273245.5463843,8000,62.46259689331055
1761273246.277616,8500,62.996219635009766
1761273246.9837935,9000,62.588966369628906
1761273247.7451894,9500,63.329978942871094
1761273248.4731092,10000,63.29681396484375
1761273249.1931229,10500,62.84574508666992
1761273249.9174943,11000,61.97874450683594
1761273250.6297078,11500,62.46601867675781
1761273251.34025,12000,62.55268859863281
1761273252.0551438,12500,62.29188537597656
1761273252.772806,13000,62.19458770751953
1761273253.4907286,13500,61.532352447509766
1761273254.2085507,14000,61.39892578125
1761273254.9173563,14500,60.620365142822266
1761273255.6361544,15000,60.12815475463867
1761273256.3784747,15500,60.77861404418945
1761273257.112704,16000,61.213890075683594
1761273257.8281791,16500,61.09809112548828
1761273258.5616944,17000,61.31221008300781
1761273259.2799184,17500,62.14207458496094
1761273259.9963403,18000,61.81825256347656
1761273260.720257,18500,61.00387954711914
1761273261.4907234,19000,61.10762405395508
1761273262.3073997,19500,61.02048873901367
1761273263.0979316,20000,62.02286148071289
1761273263.8851764,20500,62.37744140625
1761273264.6876168,21000,62.843544006347656
1761273265.4842563,21500,62.95771408081055
1761273266.267324,22000,62.56895446777344
1761273267.0910573,22500,61.98675537109375
1761273267.899617,23000,61.356815338134766
1761273268.7087123,23500,61.69856262207031
1761273269.5140128,24000,61.170494079589844
1761273270.3120017,24500,61.24660110473633
1761273271.110771,25000,62.06056594848633
1761273271.9655023,25500,62.502498626708984
1761273272.7772906,26000,62.379512786865234
1761273273.640803,26500,61.88329315185547
1761273274.5138044,27000,62.05442428588867
1761273275.3763666,27500,61.81101989746094
1761273276.1738331,28000,61.812355041503906
1761273277.0161476,28500,61.720123291015625
1761273278.2129517,29000,61.364044189453125
1761273279.0953245,29500,61.55929946899414
1761273279.9065194,30000,61.34921646118164
1761273280.7106588,30500,61.0308837890625
1761273281.5405328,31000,61.55140686035156
1761273282.3586297,31500,61.311492919921875
1761273283.1758902,32000,61.19664001464844
1761273283.972938,32500,61.343997955322266
1761273284.774709,33000,60.89118194580078
1761273285.6710908,33500,60.68622589111328
1761273286.4835765,34000,60.33574295043945
1761273287.2892087,34500,60.28289794921875
1761273288.1016228,35000,59.61735534667969
1761273289.0007157,35500,59.54179763793945
1761273289.8051708,36000,60.124046325683594
1761273290.6343005,36500,59.933753967285156
1761273291.4442258,37000,60.44696044921875
1761273292.2777696,37500,60.419551849365234
1761273293.0950503,38000,60.054527282714844
1761273293.9149776,38500,59.544822692871094
1761273294.723931,39000,59.84086608886719
1761273295.5529892,39500,60.1389045715332
1761273296.3645582,40000,60.49660873413086
1761273297.166759,40500,59.92801284790039
1761273297.9881911,41000,60.282283782958984
1761273298.7972074,41500,60.70717239379883
1761273299.6170847,42000,61.25459289550781
1761273300.4491587,42500,60.72544860839844
1761273301.3019092,43000,60.48314666748047
1761273302.1238155,43500,60.891754150390625
1761273302.9358664,44000,60.211368560791016
1761273303.7657578,44500,60.39737319946289
1761273304.6567423,45000,60.54421615600586
1761273305.4905005,45500,61.1171875
1761273306.3279204,46000,60.137054443359375
1761273307.149793,46500,60.0800895690918
1761273307.9875321,47000,61.34436798095703
1761273308.8074224,47500,61.60328674316406
1761273309.6527412,48000,61.41434860229492
1761273310.5004873,48500,61.13987350463867
1761273311.3333085,49000,61.29804611206055
1761273312.1639798,49500,62.058692932128906
1761273312.987303,50000,61.99087142944336
1761273313.799361,50500,62.56986999511719
1761273314.6297834,51000,62.698692321777344
1761273315.4470122,51500,62.46995544433594
1761273316.2905107,52000,61.96238327026367
1761273317.117614,52500,62.67298889160156
1761273317.9362762,53000,62.713409423828125
1761273318.8140821,53500,61.2473030090332
1761273319.6372483,54000,61.10391616821289
1761273320.4514341,54500,61.04829025268555
1761273321.2809541,55000,60.802093505859375
1761273322.100515,55500,60.48822784423828
1761273322.927967,56000,60.22142791748047
1761273323.7396176,56500,59.564697265625
1761273324.5510354,57000,59.53990936279297
1761273325.369486,57500,58.53981399536133
1761273326.2020955,58000,57.89015197753906
1761273327.0156417,58500,57.7668571472168
1761273327.8358028,59000,58.063968658447266
1761273328.6627085,59500,58.035221099853516
1761273329.504777,60000,58.89055252075195
1761273330.330902,60500,59.01654052734375
1761273331.1496549,61000,59.6333122253418
1761273331.9646995,61500,59.90237808227539
1761273332.7637188,62000,59.73666000366211
1761273333.5998807,62500,59.9798698425293
1761273334.425398,63000,59.7012825012207
1761273335.3545878,63500,59.888553619384766
1761273336.174414,64000,60.207218170166016
1761273337.11303,64500,60.52854537963867
1761273337.9427953,65000,60.85964584350586
